"ConceptVocabularyID","ConceptCode","ConceptTypeVocabularyID","ConceptTypeCode","TermContext","TermLanguage","TermText","TermType","TermIsPreferred","Provider","DWAuditID"
ots.ICD.ICD10GM,S19.-,,,Condition,de,Other specified and unspecified injuries of neck,,true,NA,103
ots.ICD.ICD10GM,S20.-,,,Condition,de,Superficial injury of thorax,,true,NA,104
ots.ICD.ICD10GM,S21.-,,,Condition,de,Open wound of thorax,,true,NA,105
ots.ICD.ICD10GM,O21.-,,,Condition,de,Excessive vomiting in pregnancy,,true,NA,106
ots.ICD.ICD10GM,O22.-,,,Condition,de,Venous complications and hemorrhoids in pregnancy,,true,NA,107
ots.ICD.ICD10GM,S22.-,,,Condition,de,"Fracture of rib(s), sternum and thoracic spine",,true,NA,108
ots.ICD.ICD10GM,O25.-,,,Condition,de,"Malnutrition in pregnancy, childbirth and the puerperium",,true,NA,109
ots.ICD.ICD10GM,O26.-,,,Condition,de,Maternal care for other conditions predominantly related to pregnancy,,true,NA,110
ots.ICD.ICD10GM,O28.-,,,Condition,de,Abnormal findings on antenatal screening of mother,,true,NA,111
ots.ICD.ICD10GM,O29.-,,,Condition,de,Complications of anesthesia during pregnancy,,true,NA,112
ots.ICD.ICD10GM,S24.-,,,Condition,de,Injury of nerves and spinal cord at thorax level,,true,NA,113
ots.ICD.ICD10GM,S25.-,,,Condition,de,Injury of blood vessels of thorax,,true,NA,114
ots.ICD.ICD10GM,M62.-,,,Condition,de,Other disorders of muscle,,true,NA,115
ots.ICD.ICD10GM,O30.-,,,Condition,de,Multiple gestation,,true,NA,116
ots.ICD.ICD10GM,O31.-,,,Condition,de,Complications specific to multiple gestation,,true,NA,117
ots.ICD.ICD10GM,O32.-,,,Condition,de,Maternal care for malpresentation of fetus,,true,NA,118
ots.ICD.ICD10GM,O33.-,,,Condition,de,Maternal care for disproportion,,true,NA,119
ots.ICD.ICD10GM,O34.-,,,Condition,de,Maternal care for abnormality of pelvic organs,,true,NA,120
ots.ICD.ICD10GM,O35.-,,,Condition,de,Maternal care for known or suspected fetal abnormality and damage,,true,NA,121
ots.ICD.ICD10GM,M63.-,,,Condition,de,Disorders of muscle in diseases classified elsewhere,,true,NA,122
ots.ICD.ICD10GM,M65.-,,,Condition,de,Synovitis and tenosynovitis,,true,NA,123
ots.ICD.ICD10GM,O40.-,,,Condition,de,Polyhydramnios,,true,NA,124
ots.ICD.ICD10GM,O41.-,,,Condition,de,Other disorders of amniotic fluid and membranes,,true,NA,125
ots.ICD.ICD10GM,O42.-,,,Condition,de,Premature rupture of membranes,,true,NA,126
ots.ICD.ICD10GM,M66.-,,,Condition,de,Spontaneous rupture of synovium and tendon,,true,NA,127
ots.ICD.ICD10GM,M67.-,,,Condition,de,Other disorders of synovium and tendon,,true,NA,128
ots.ICD.ICD10GM,H61.-,,,Condition,de,Other disorders of external ear,,true,NA,129
ots.ICD.ICD10GM,H62.-,,,Condition,de,Disorders of external ear in diseases classified elsewhere,,true,NA,130
ots.ICD.ICD10GM,M01.-,,,Condition,de,Direct infections of joint in infectious and parasitic diseases classified elsewhere,,true,NA,131
ots.ICD.ICD10GM,E11.-,,,Condition,de,Type 2 diabetes mellitus,,true,NA,132
ots.ICD.ICD10GM,E13.-,,,Condition,de,Other specified diabetes mellitus,,true,NA,133
ots.ICD.ICD10GM,E16.-,,,Condition,de,Other disorders of pancreatic internal secretion,,true,NA,134
ots.ICD.ICD10GM,E20.-,,,Condition,de,Hypoparathyroidism,,true,NA,135
ots.ICD.ICD10GM,E21.-,,,Condition,de,Hyperparathyroidism and other disorders of parathyroid gland,,true,NA,136
ots.ICD.ICD10GM,E22.-,,,Condition,de,Hyperfunction of pituitary gland,,true,NA,137
ots.ICD.ICD10GM,E23.-,,,Condition,de,Hypofunction and other disorders of the pituitary gland,,true,NA,138
ots.ICD.ICD10GM,E24.-,,,Condition,de,Cushing's syndrome,,true,NA,139
ots.ICD.ICD10GM,E25.-,,,Condition,de,Adrenogenital disorders,,true,NA,140
ots.ICD.ICD10GM,E26.-,,,Condition,de,Hyperaldosteronism,,true,NA,141
ots.ICD.ICD10GM,H65.-,,,Condition,de,Nonsuppurative otitis media,,true,NA,142
ots.ICD.ICD10GM,W45.-,,,Condition,de,Foreign body or object entering through skin,,true,NA,143
ots.ICD.ICD10GM,W46.-,,,Condition,de,Contact with hypodermic needle,,true,NA,144
ots.ICD.ICD10GM,T49.-,,,Condition,de,"Poisoning by, adverse effect of and underdosing of topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinorlaryngological and dental drugs",,true,NA,145
ots.ICD.ICD10GM,X73.-,,,Condition,de,"Intentional self-harm by rifle, shotgun and larger firearm discharge",,true,NA,146
ots.ICD.ICD10GM,X74.-,,,Condition,de,Intentional self-harm by other and unspecified firearm and gun discharge,,true,NA,147
ots.ICD.ICD10GM,X77.-,,,Condition,de,"Intentional self-harm by steam, hot vapors and hot objects",,true,NA,148
ots.ICD.ICD10GM,X78.-,,,Condition,de,Intentional self-harm by sharp object,,true,NA,149
ots.ICD.ICD10GM,X81.-,,,Condition,de,Intentional self-harm by jumping or lying in front of moving object,,true,NA,150
ots.ICD.ICD10GM,X82.-,,,Condition,de,Intentional self-harm by crashing of motor vehicle,,true,NA,151
ots.ICD.ICD10GM,X83.-,,,Condition,de,Intentional self-harm by other specified means,,true,NA,152
ots.ICD.ICD10GM,Y07.-,,,Condition,de,"Perpetrator of assault, maltreatment and neglect",,true,NA,153
ots.ICD.ICD10GM,T50.-,,,Condition,de,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances",,true,NA,154
ots.ICD.ICD10GM,T51.-,,,Condition,de,Toxic effect of alcohol,,true,NA,155
ots.ICD.ICD10GM,T52.-,,,Condition,de,Toxic effect of organic solvents,,true,NA,156
ots.ICD.ICD10GM,T53.-,,,Condition,de,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,,true,NA,157
ots.ICD.ICD10GM,T54.-,,,Condition,de,Toxic effect of corrosive substances,,true,NA,158
ots.ICD.ICD10GM,S98.-,,,Condition,de,Traumatic amputation of ankle and foot,,true,NA,159
ots.ICD.ICD10GM,S99.-,,,Condition,de,Other and unspecified injuries of ankle and foot,,true,NA,160
ots.ICD.ICD10GM,T14.-,,,Condition,de,Injury of unspecified body region,,true,NA,161
ots.ICD.ICD10GM,T15.-,,,Condition,de,Foreign body on external eye,,true,NA,162
ots.ICD.ICD10GM,T16.-,,,Condition,de,Foreign body in ear,,true,NA,163
ots.ICD.ICD10GM,T17.-,,,Condition,de,Foreign body in respiratory tract,,true,NA,164
ots.ICD.ICD10GM,T57.-,,,Condition,de,Toxic effect of other inorganic substances,,true,NA,165
ots.ICD.ICD10GM,T18.-,,,Condition,de,Foreign body in alimentary tract,,true,NA,166
ots.ICD.ICD10GM,T19.-,,,Condition,de,Foreign body in genitourinary tract,,true,NA,167
ots.ICD.ICD10GM,T20.-,,,Condition,de,"Burn and corrosion of head, face, and neck",,true,NA,168
ots.ICD.ICD10GM,T21.-,,,Condition,de,Burn and corrosion of trunk,,true,NA,169
ots.ICD.ICD10GM,S63.-,,,Condition,de,Dislocation and sprain of joints and ligaments at wrist and hand level,,true,NA,170
ots.ICD.ICD10GM,S23.-,,,Condition,de,Dislocation and sprain of joints and ligaments of thorax,,true,NA,171
ots.ICD.ICD10GM,S64.-,,,Condition,de,Injury of nerves at wrist and hand level,,true,NA,172
ots.ICD.ICD10GM,S65.-,,,Condition,de,Injury of blood vessels at wrist and hand level,,true,NA,173
ots.ICD.ICD10GM,S26.-,,,Condition,de,Injury of heart,,true,NA,174
ots.ICD.ICD10GM,S27.-,,,Condition,de,Injury of other and unspecified intrathoracic organs,,true,NA,175
ots.ICD.ICD10GM,S66.-,,,Condition,de,"Injury of muscle, fascia and tendon at wrist and hand level",,true,NA,176
ots.ICD.ICD10GM,O36.-,,,Condition,de,Maternal care for other fetal problems,,true,NA,177
ots.ICD.ICD10GM,S28.-,,,Condition,de,"Crushing injury of thorax, and traumatic amputation of part of thorax",,true,NA,178
ots.ICD.ICD10GM,S29.-,,,Condition,de,Other and unspecified injuries of thorax,,true,NA,179
ots.ICD.ICD10GM,S30.-,,,Condition,de,"Superficial injury of abdomen, lower back, pelvis and external genitals",,true,NA,180
ots.ICD.ICD10GM,S31.-,,,Condition,de,"Open wound of abdomen, lower back, pelvis and external genitals",,true,NA,181
ots.ICD.ICD10GM,O43.-,,,Condition,de,Placental disorders,,true,NA,182
ots.ICD.ICD10GM,O44.-,,,Condition,de,Placenta previa,,true,NA,183
ots.ICD.ICD10GM,O45.-,,,Condition,de,Premature separation of placenta [abruptio placentae],,true,NA,184
ots.ICD.ICD10GM,O46.-,,,Condition,de,"Antepartum hemorrhage, not elsewhere classified",,true,NA,185
ots.ICD.ICD10GM,O47.-,,,Condition,de,False labor,,true,NA,186
ots.ICD.ICD10GM,O48.-,,,Condition,de,Late pregnancy,,true,NA,187
ots.ICD.ICD10GM,O60.-,,,Condition,de,Preterm labor,,true,NA,188
ots.ICD.ICD10GM,O61.-,,,Condition,de,Failed induction of labor,,true,NA,189
ots.ICD.ICD10GM,S32.-,,,Condition,de,Fracture of lumbar spine and pelvis,,true,NA,190
ots.ICD.ICD10GM,O62.-,,,Condition,de,Abnormalities of forces of labor,,true,NA,191
ots.ICD.ICD10GM,O63.-,,,Condition,de,Long labor,,true,NA,192
ots.ICD.ICD10GM,O64.-,,,Condition,de,Obstructed labor due to malposition and malpresentation of fetus,,true,NA,193
ots.ICD.ICD10GM,O65.-,,,Condition,de,Obstructed labor due to maternal pelvic abnormality,,true,NA,194
ots.ICD.ICD10GM,O66.-,,,Condition,de,Other obstructed labor,,true,NA,195
ots.ICD.ICD10GM,O67.-,,,Condition,de,"Labor and delivery complicated by intrapartum hemorrhage, not elsewhere classified",,true,NA,196
ots.ICD.ICD10GM,O69.-,,,Condition,de,Labor and delivery complicated by umbilical cord complications,,true,NA,197
ots.ICD.ICD10GM,O70.-,,,Condition,de,Perineal laceration during delivery,,true,NA,198
ots.ICD.ICD10GM,O71.-,,,Condition,de,Other obstetric trauma,,true,NA,199
ots.ICD.ICD10GM,O72.-,,,Condition,de,Postpartum hemorrhage,,true,NA,200
ots.ICD.ICD10GM,O73.-,,,Condition,de,"Retained placenta and membranes, without hemorrhage",,true,NA,201
ots.ICD.ICD10GM,O74.-,,,Condition,de,Complications of anesthesia during labor and delivery,,true,NA,202
ots.ICD.ICD10GM,O75.-,,,Condition,de,"Other complications of labor and delivery, not elsewhere classified",,true,NA,203
ots.ICD.ICD10GM,O77.-,,,Condition,de,Other fetal stress complicating labor and delivery,,true,NA,204
ots.ICD.ICD10GM,O86.-,,,Condition,de,Other puerperal infections,,true,NA,205
ots.ICD.ICD10GM,O87.-,,,Condition,de,Venous complications and hemorrhoids in the puerperium,,true,NA,206
ots.ICD.ICD10GM,O88.-,,,Condition,de,Obstetric embolism,,true,NA,207
ots.ICD.ICD10GM,O89.-,,,Condition,de,Complications of anesthesia during the puerperium,,true,NA,208
ots.ICD.ICD10GM,O90.-,,,Condition,de,"Complications of the puerperium, not elsewhere classified",,true,NA,209
ots.ICD.ICD10GM,O91.-,,,Condition,de,"Infections of breast associated with pregnancy, the puerperium and lactation",,true,NA,210
ots.ICD.ICD10GM,O92.-,,,Condition,de,Other disorders of breast and disorders of lactation associated with pregnancy and the puerperium,,true,NA,211
ots.ICD.ICD10GM,M02.-,,,Condition,de,Postinfective and reactive arthropathies,,true,NA,212
ots.ICD.ICD10GM,H66.-,,,Condition,de,Suppurative and unspecified otitis media,,true,NA,213
ots.ICD.ICD10GM,H67.-,,,Condition,de,Otitis media in diseases classified elsewhere,,true,NA,214
ots.ICD.ICD10GM,H68.-,,,Condition,de,Eustachian salpingitis and obstruction,,true,NA,215
ots.ICD.ICD10GM,H69.-,,,Condition,de,Other and unspecified disorders of Eustachian tube,,true,NA,216
ots.ICD.ICD10GM,H70.-,,,Condition,de,Mastoiditis and related conditions,,true,NA,217
ots.ICD.ICD10GM,H71.-,,,Condition,de,Cholesteatoma of middle ear,,true,NA,218
ots.ICD.ICD10GM,H72.-,,,Condition,de,Perforation of tympanic membrane,,true,NA,219
ots.ICD.ICD10GM,H73.-,,,Condition,de,Other disorders of tympanic membrane,,true,NA,220
ots.ICD.ICD10GM,H74.-,,,Condition,de,Other disorders of middle ear mastoid,,true,NA,221
ots.ICD.ICD10GM,E27.-,,,Condition,de,Other disorders of adrenal gland,,true,NA,222
ots.ICD.ICD10GM,E28.-,,,Condition,de,Ovarian dysfunction,,true,NA,223
ots.ICD.ICD10GM,E29.-,,,Condition,de,Testicular dysfunction,,true,NA,224
ots.ICD.ICD10GM,E30.-,,,Condition,de,"Disorders of puberty, not elsewhere classified",,true,NA,225
ots.ICD.ICD10GM,E31.-,,,Condition,de,Polyglandular dysfunction,,true,NA,226
ots.ICD.ICD10GM,E32.-,,,Condition,de,Diseases of thymus,,true,NA,227
ots.ICD.ICD10GM,E34.-,,,Condition,de,Other endocrine disorders,,true,NA,228
ots.ICD.ICD10GM,E36.-,,,Condition,de,Intraoperative complications of endocrine system,,true,NA,229
ots.ICD.ICD10GM,E44.-,,,Condition,de,Protein-calorie malnutrition of moderate and mild degree,,true,NA,230
ots.ICD.ICD10GM,E50.-,,,Condition,de,Vitamin A deficiency,,true,NA,231
ots.ICD.ICD10GM,E51.-,,,Condition,de,Thiamine deficiency,,true,NA,232
ots.ICD.ICD10GM,E53.-,,,Condition,de,Deficiency of other B group vitamins,,true,NA,233
ots.ICD.ICD10GM,E55.-,,,Condition,de,Vitamin D deficiency,,true,NA,234
ots.ICD.ICD10GM,E56.-,,,Condition,de,Other vitamin deficiencies,,true,NA,235
ots.ICD.ICD10GM,E61.-,,,Condition,de,Deficiency of other nutrient elements,,true,NA,236
ots.ICD.ICD10GM,E63.-,,,Condition,de,Other nutritional deficiencies,,true,NA,237
ots.ICD.ICD10GM,E64.-,,,Condition,de,Sequelae of malnutrition and other nutritional deficiencies,,true,NA,238
ots.ICD.ICD10GM,E67.-,,,Condition,de,Other hyperalimentation,,true,NA,239
ots.ICD.ICD10GM,E70.-,,,Condition,de,Disorders of aromatic amino-acid metabolism,,true,NA,240
ots.ICD.ICD10GM,E71.-,,,Condition,de,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,,true,NA,241
ots.ICD.ICD10GM,E66.-,,,Condition,de,Overweight and obesity,,true,NA,242
ots.ICD.ICD10GM,Y23.-,,,Condition,de,"Rifle, shotgun and larger firearm discharge, undetermined intent",,true,NA,243
ots.ICD.ICD10GM,Y24.-,,,Condition,de,"Other and unspecified firearm discharge, undetermined intent",,true,NA,244
ots.ICD.ICD10GM,Y28.-,,,Condition,de,"Contact with sharp object, undetermined intent",,true,NA,245
ots.ICD.ICD10GM,T55.-,,,Condition,de,Toxic effect of soaps and detergents,,true,NA,246
ots.ICD.ICD10GM,T56.-,,,Condition,de,Toxic effect of metals,,true,NA,247
ots.ICD.ICD10GM,Y37.-,,,Condition,de,Military operations,,true,NA,248
ots.ICD.ICD10GM,T58.-,,,Condition,de,Toxic effect of carbon monoxide,,true,NA,249
ots.ICD.ICD10GM,T59.-,,,Condition,de,"Toxic effect of other gases, fumes and vapors",,true,NA,250
ots.ICD.ICD10GM,T60.-,,,Condition,de,Toxic effect of pesticides,,true,NA,251
ots.ICD.ICD10GM,T61.-,,,Condition,de,Toxic effect of noxious substances eaten as seafood,,true,NA,252
ots.ICD.ICD10GM,T22.-,,,Condition,de,"Burn and corrosion of shoulder and upper limb, except wrist and hand",,true,NA,253
ots.ICD.ICD10GM,T62.-,,,Condition,de,Toxic effect of other noxious substances eaten as food,,true,NA,254
ots.ICD.ICD10GM,T63.-,,,Condition,de,Toxic effect of contact with venomous animals and plants,,true,NA,255
ots.ICD.ICD10GM,T23.-,,,Condition,de,Burn and corrosion of wrist and hand,,true,NA,256
ots.ICD.ICD10GM,T65.-,,,Condition,de,Toxic effect of other and unspecified substances,,true,NA,257
ots.ICD.ICD10GM,S67.-,,,Condition,de,"Crushing injury of wrist, hand and fingers",,true,NA,258
ots.ICD.ICD10GM,S68.-,,,Condition,de,"Traumatic amputation of wrist, hand and fingers",,true,NA,259
ots.ICD.ICD10GM,S69.-,,,Condition,de,"Other and unspecified injuries of wrist, hand and finger(s)",,true,NA,260
ots.ICD.ICD10GM,S70.-,,,Condition,de,Superficial injury of hip and thigh,,true,NA,261
ots.ICD.ICD10GM,S33.-,,,Condition,de,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis,,true,NA,262
ots.ICD.ICD10GM,S34.-,,,Condition,de,"Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level",,true,NA,263
ots.ICD.ICD10GM,S35.-,,,Condition,de,"Injury of blood vessels at abdomen, lower back and pelvis level",,true,NA,264
ots.ICD.ICD10GM,S72.-,,,Condition,de,Fracture of femur,,true,NA,265
ots.ICD.ICD10GM,S36.-,,,Condition,de,Injury of intra-abdominal organs,,true,NA,266
ots.ICD.ICD10GM,S37.-,,,Condition,de,Injury of urinary and pelvic organs,,true,NA,267
